timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1587995770554,35033,Get Available Currencies,200,OK,Currency Converter API 1-1854,text,true,,2471,220,751,751,https://currency-converter5.p.rapidapi.com/currency/list,35033,0,34716
1587995804919,669,Get Currency Rate,200,OK,Currency Converter API 1-1249,text,true,,7674,235,751,751,https://currency-converter5.p.rapidapi.com/currency/convert?amount=2398,669,0,514
1587995805446,151,Get Historical Currency Rate,200,OK,Currency Converter API 1-1019,text,true,,7055,247,751,751,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,151,0,0
1587995803353,2246,Get Currency Rate,200,OK,Currency Converter API 1-1989,text,true,,7674,235,750,750,https://currency-converter5.p.rapidapi.com/currency/convert?amount=2398,2246,0,612
1587995805320,286,Get Historical Currency Rate,200,OK,Currency Converter API 1-1719,text,true,,7055,247,750,750,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,286,0,0
1587995770241,35368,Get Available Currencies,200,OK,Currency Converter API 1-1205,text,true,,2471,220,749,749,https://currency-converter5.p.rapidapi.com/currency/list,35368,0,35086
1587995805323,291,Get Historical Currency Rate,200,OK,Currency Converter API 1-1558,text,true,,7055,247,749,749,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,291,0,0
1587995771414,34201,Get Available Currencies,200,OK,Currency Converter API 1-1984,text,true,,2471,220,749,749,https://currency-converter5.p.rapidapi.com/currency/list,34201,0,33915
1587995770783,34834,Get Available Currencies,200,OK,Currency Converter API 1-1885,text,true,,2471,220,748,748,https://currency-converter5.p.rapidapi.com/currency/list,34834,0,34519
1587995804972,650,Get Historical Currency Rate,200,OK,Currency Converter API 1-1498,text,true,,7055,247,748,748,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,650,0,516
1587995769395,36228,Get Currency Rate,200,OK,Currency Converter API 1-92,text,true,,7674,235,748,748,https://currency-converter5.p.rapidapi.com/currency/convert?amount=2398,36228,0,20306
1587995805495,132,Get Historical Currency Rate,200,OK,Currency Converter API 1-1337,text,true,,7055,247,747,747,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,132,0,0
1587995770271,35363,Get Available Currencies,200,OK,Currency Converter API 1-1180,text,true,,2471,220,746,746,https://currency-converter5.p.rapidapi.com/currency/list,35363,0,35056
1587995795758,9882,Get Historical Currency Rate,200,OK,Currency Converter API 1-1798,text,true,,7055,247,746,746,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,9882,0,4407
1587995770589,35053,Get Available Currencies,200,OK,Currency Converter API 1-1871,text,true,,2471,220,745,745,https://currency-converter5.p.rapidapi.com/currency/list,35053,0,34739
1587995805472,171,Get Historical Currency Rate,200,OK,Currency Converter API 1-1941,text,true,,7055,247,745,745,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,171,0,0
1587995770762,34883,Get Available Currencies,200,OK,Currency Converter API 1-1844,text,true,,2471,220,744,744,https://currency-converter5.p.rapidapi.com/currency/list,34883,0,34574
1587995804110,1534,Get Currency Rate,200,OK,Currency Converter API 1-1949,text,true,,7674,235,744,744,https://currency-converter5.p.rapidapi.com/currency/convert?amount=2398,1534,0,1389
1587995803438,2213,Get Currency Rate,200,OK,Currency Converter API 1-1929,text,true,,7674,235,744,744,https://currency-converter5.p.rapidapi.com/currency/convert?amount=2398,2213,0,1930
1587995805358,294,Get Historical Currency Rate,200,OK,Currency Converter API 1-1761,text,true,,7055,247,744,744,https://currency-converter5.p.rapidapi.com/currency/historical/2018-03-13?amount=10,294,0,0
